"Code","ID","Meaning","Chinese Meaning","Abbreviation"
18015,1,"all types","",""
18015,2,"other","",""
18015,3,"single vessel","",""
18015,5,"convoy","",""
18015,6,"formation","",""
18015,7,"rigid convoy","",""
18015,8,"pushed convoy","",""
18015,9,"breasted up formation","",""
18015,10,"towed convoy","",""
18016,1,"all types","",""
18016,2,"other","",""
18016,4,"bulk","",""
18016,5,"dry cargo","",""
18016,6,"liquid cargo","",""
18016,7,"liquid cargo (type N)","",""
18016,8,"liquid cargo (type C)","",""
18016,9,"gas","",""
18017,1,"all types","",""
18017,2,"other","",""
18017,4,"bulk","",""
18017,5,"dry cargo","",""
18017,6,"liquid cargo","",""
18017,7,"liquid cargo (type N)","",""
18017,8,"liquid cargo (type C)","",""
18017,9,"gas","",""
33066,1,"general cargo vessel","",""
33066,2,"container vessel","",""
33066,3,"tanker","",""
33066,4,"sailing vessel","",""
33066,5,"fishing vessel","",""
33066,6,"special purpose vessel.","",""
33066,7,"man of War","",""
33066,8,"submarine","",""
33066,9,"high speed craft","",""
33066,10,"bulk carrier","",""
33066,11,"seaplane","",""
33066,12,"tugboat","",""
33066,13,"passenger vessel","",""
33066,14,"ferry","",""
33066,15,"boat","",""
7,501,"Search and Rescue","",""
8,10,"Anchorage for a limited period of time","",""
10,501,"native settlement","",""
11,501,"data transmission","",""
11,502,"fibre optic","",""
14,501,"RV Location","",""
15,11,"Shelly Shore","",""
28,6,"Redoubt","",""
29,6,"sluice","",""
30,12,"Syncrolift","",""
30,13,"Straddle Carrier","",""
32,2,"sea ice","",""
32,3,"growler","",""
32,4,"pancake ice","",""
32,6,"ice peak","",""
32,7,"pack ice","",""
34,20,"Cay","",""
34,501,"beach","",""
34,502,"backshore","",""
34,503,"foreshore","",""
34,504,"ice cliff","",""
34,505,"snowfield / icefield","",""
34,506,"tundra","",""
34,507,"esker","",""
34,508,"fault","",""
34,509,"geothermal feature","",""
34,510,"mountain pass","",""
34,511,"rock strata / rock formation","",""
34,512,"volcano","",""
34,513,"cleared way / firebreak","",""
34,514,"land sub","",""
37,501,"Marine Light","",""
38,5,"pearl culture farm","",""
39,501,"ACLANT grid","",""
39,502,"Surface Danger Area","",""
39,503,"JMC Areas - JENOA grid","",""
39,504,"practice and exercise area (surface fleet)","",""
39,505,"stovepipe","",""
39,506,"safe bottoming area","",""
39,507,"submarine danger area","",""
39,508,"testing and evaluation range","",""
39,509,"Range","",""
39,510,"Impact area","",""
40,501,"FPB waiting position","",""
42,501,"well protection structure","",""
42,502,"subsea installation","",""
42,503,"pipeline obstruction","",""
42,504,"free standing conductor pipe","",""
42,505,"manifold","",""
42,506,"storage tank","",""
42,507,"template","",""
42,508,"pontoon","",""
42,509,"sundry objects","",""
48,10,"slag heap/spoil heap","",""
48,501,"production area in general","",""
48,502,"substation/transformer yard","",""
48,504,"oil/gas facilities","",""
48,505,"thermal power station","",""
48,506,"salt evaporator","",""
48,507,"pumping station","",""
48,508,"oil/gas field","",""
53,501,"GSM","",""
53,502,"MSI broadcast","",""
53,503,"Locator (LO)","",""
53,504,"Distance Measuring Equipment (DME)","",""
53,505,"Non-directional Radio Beacon (NDB)","",""
53,506,"Radar Responder Beacon (RACON)","",""
53,507,"Radar Responder Beacon (RAMARK)","",""
53,508,"VHF Omni Directional Radio Range (VOR)","",""
53,509,"VHF Omni Directional (VORTAC)","",""
53,510,"Tactical Air Navigation Equipment (TACAN)","",""
53,511,"Localiser/Distance Measuring Equipment (LOC/DME)","",""
55,7,"Aid radio station","",""
55,8,"First aid equipment","",""
56,27,"Environmentally Sensitive Sea Area (ESSA)","",""
56,28,"Particularly Sensitive Sea Area (PSSA)","",""
56,501,"Maritime notification area","",""
56,502,"Mine danger area","",""
57,501,"interchange","",""
57,502,"trail","",""
57,503,"primary route","",""
57,504,"secondary route","",""
59,54,"reach","",""
59,501,"estuary","",""
59,502,"nearshore","",""
59,503,"Beach area","",""
59,504,"Beach sector","",""
60,17,"log ramp","",""
60,501,"artificial obstacle","",""
60,502,"natural obstacle","",""
61,10,"traffic control light","",""
62,15,"water level gauge","",""
66,53,"wellhead mark","",""
66,56,"artificial reef mark","",""
70,501,"Posidonia","",""
81,501,"operational","",""
89,501,"fathoms","",""
94,501,"water treatment plant","",""
94,502,"station (miscellanious)","",""
96,501,"international nautical mile","",""
96,502,"cable","",""
96,503,"yard","",""
112,501,"loose / unpaved","",""
112,502,"loose / light","",""
112,503,"hard /paved","",""
123,502,"solid fuel","",""
123,503,"flammable liquids and gases","",""
123,505,"ferrous elements and ores","",""
123,506,"non ferrous elements and ores","",""
123,507,"metal","",""
123,508,"minerals","",""
123,509,"fertiliser","",""
123,510,"wood","",""
123,511,"rubber","",""
123,512,"clay products","",""
123,513,"natural fibres and materials in general","",""
123,514,""foodstuffs, solid"","",""
123,515,""foodstuffs, liquid"","",""
123,516,""foodstuffs, preserved"","",""
123,517,"general and mixed goods","",""
123,519,"granular or powdery material","",""
123,520,"machinery and mechanical parts","",""
123,521,"construction materials","",""
123,522,"vehicles","",""
123,523,"aircraft","",""
123,524,"railway","",""
123,525,"portable buildings","",""
123,526,"containers","",""
123,527,"electronics","",""
123,528,"plastic","",""
123,529,"paint","",""
123,530,"refuse (also known as rubbish/garbage/trash) and waste","",""
123,531,"radioactive material","",""
123,532,"armament","",""
123,533,"personnel","",""
123,534,"animals (land &amp; sea) and birds","",""
123,535,"fish","",""
123,536,"shellfish and crustaceans","",""
123,537,"ballast","",""
123,540,"diesel oil","",""
123,541,"petrol/gasoline","",""
123,542,"passengers","",""
131,16,"discharging prohibited","",""
131,17,"discharging restricted","",""
131,18,"industrial or mineral exploration/development prohibited","",""
131,19,"industrial or mineral exploration/development restricted","",""
131,20,"drilling prohibited","",""
131,21,"drilling restricted","",""
131,22,"removal of historical artifacts prohibited","",""
131,23,"cargo transhipment (lightering) prohibited","",""
131,24,"dragging prohibited","",""
131,25,"stopping prohibited","",""
131,26,"landing prohibited","",""
131,27,"speed restricted","",""
149,501,"active/in use","",""
149,502,"claimed","",""
149,503,"practice and/or exercise purposes","",""
149,504,"recognised","",""
149,505,"dead","",""
149,506,"lifted","",""
149,507,"mass grave","",""
149,508,"exploration","",""
149,509,"production","",""
149,510,"suspended","",""
149,511,"injection","",""
149,512,"unspecified","",""
149,513,"disputed","",""
149,514,"designated","",""
149,515,"on request","",""
149,516,"dormant","",""
149,517,"proposed","",""
149,518,"abandoned","",""
149,519,"grey zone","",""
149,520,"indeterminate","",""
149,521,"multilateral","",""
149,522,"rules for transit passage apply","",""
149,523,"voluntary","",""
185,30,"Highest Astronomical Tide","",""
185,501,"Mean Tide Level","",""
604,501,"quarry","",""
604,502,"mine","",""
604,503,"wellhead","",""
604,504,"production well","",""
8196,1,"information","",""
8196,2,"caution","",""
20489,501,"Spilling","",""
20489,502,"Plunging","",""
20489,503,"Surging","",""
20491,501,"Impact","",""
20491,502,"Scour","",""
20491,503,"Liquefaction","",""
20491,504,"Sandwave Migration","",""
20491,505,"Sediment Migration","",""
20494,501,"A","",""
20494,502,"B","",""
20494,503,"C","",""
20494,504,"D","",""
20494,505,"E","",""
20494,506,"F","",""
20494,507,"G","",""
20495,501,"north/south","",""
20495,502,"east/west","",""
20495,503,"northeast/southwest","",""
20495,504,"northwest/southeast","",""
20497,501,"D - Danger Area","",""
20497,502,"P - Prohibited Area","",""
20497,503,"R - Restricted Area","",""
20497,504,"HIRTA","",""
20497,505,"Provost Marshall Prohibited Area (PMPA)","",""
20497,506,"Provost Marshall Restricted Area (PMRA)","",""
20497,507,"Airborne Early Warning Area (AEWA)","",""
20497,508,"A – Alert Area","",""
20497,509,"M – Military Operating Area (MOA)","",""
20497,510,"T – Temporary Reseved Airspace","",""
20497,511,"W – Warning Area","",""
20499,501,"Berm","",""
20499,502,"Fault Line","",""
20499,503,"Highly Reflective Patch","",""
20499,504,"Ledge","",""
20499,505,"Magnetic Anomaly","",""
20499,506,"Pockmark","",""
20499,507,"Ridge","",""
20499,508,"Ripple","",""
20499,509,"Runnel","",""
20499,510,"Sandwave","",""
20499,511,"Seabed Vent","",""
20499,512,"Spring","",""
20499,513,"Thermal Vent","",""
20499,514,"Ribbon","",""
20499,515,"Symmetric Sandwave","",""
20499,516,"Asymmetric Sandwave","",""
20499,517,"Bedrock Scarp","",""
20501,501,"Airway","",""
20501,502,"Altimeter Setting Region (ASR)","",""
20501,503,"Avoidance Area (AA)","",""
20501,504,"Control Area (CTA)","",""
20501,505,"Control Zone (CTR/CTZ)","",""
20501,506,"Flight Information Region (FIR)","",""
20501,507,"Terminal Control Area (TMA/TCA)","",""
20501,508,"Aerodrome Traffic Zone (ATZ)","",""
20501,509,"Helicopter Protection Zone (HPZ)","",""
20501,510,"Helicopter Main Route (HMR)","",""
20501,511,"Helicopter Transit Corridor (HTC)","",""
20501,512,"Military Aerodrome Traffic Zone (MATZ)","",""
20501,513,"Ocean Control Area (OCA)","",""
20501,514,"Coastguard track [surveillance]","",""
20501,515,"Military Terminal Control Area (MTCA)","",""
20501,516,"Identification Zone (ADIZ)","",""
20501,517,"Advisory Area (ADA) or (UDA)","",""
20501,518,"Air Route Tradffic Control Center (ARTCC)","",""
20501,519,"Area Control Center (ACC)","",""
20501,520,"Radar Area","",""
20501,521,"Upper Flight Information Region (UIR)","",""
20501,522,"Buffer Zone (BZ)","",""
20502,501,"Bottom Trawling","",""
20502,502,"Drift Nets","",""
20502,503,"Fishing Stakes","",""
20502,504,"Fish Trap","",""
20502,505,"Fish Weir","",""
20502,506,"Longlines","",""
20502,507,"Pelagic Nets","",""
20502,508,"Scallop dredging","",""
20502,509,"Tunny Net","",""
20503,501,"Aerial","",""
20503,502,"Ground","",""
20503,503,"Infrared","",""
20503,504,"Oblique","",""
20503,505,"Panoramic","",""
20503,506,"Photomosaic","",""
20503,507,"Radar","",""
20503,508,"Satellite Image","",""
20503,509,"Vertical","",""
20503,510,"video","",""
20504,501,"Conservation and Management Zone","",""
20504,502,"Foreign Fishing Rights","",""
20504,503,"International Council for the Exploration of the Sea (ICES) fishing Area","",""
20504,504,"Maritime pollution (MARPOL) reporting grid","",""
20504,505,"Marine nature Reserve (US Marine Sanctuary)","",""
20504,506,"Area of Outstanding Natural Beauty","",""
20504,507,"Area of Special Scientific Interest (ASSI)","",""
20504,508,"Ecological Site of Special Interest","",""
20504,509,"Heritage Coast","",""
20504,510,"Local Nature Reserve","",""
20504,511,"Marine Consultation Area","",""
20504,512,"Marine Nature Reserve","",""
20504,513,"Marine Mammal Sanctuary","",""
20504,514,"National Nature Reserve","",""
20504,515,"National Park","",""
20504,516,"National Scenic Area","",""
20504,517,"National Wildfowl Refuge","",""
20504,518,"RSPB Reserve","",""
20504,519,"Site of Special Scientific Interest (SSSI)","",""
20504,520,"Special Area","",""
20504,521,"Wetlands of International Importance (Ramsar)","",""
20504,522,"World Heritage Site","",""
20504,523,"UNESCO-MAB Biosphere Reserve","",""
20504,524,"Biogenetic Reserves","",""
20504,525,"Special Area of Conservation","",""
20504,526,"Special Protected Area","",""
20504,527,"OSPAR site","",""
20504,528,"ASCOBANS site","",""
20504,529,"Nursery Area","",""
20504,530,"Breeding Area","",""
20504,531,"Haulout Area","",""
20505,501,"search and rescue region","",""
20505,502,"GMDSS area","",""
20505,503,"forecast area","",""
20505,504,"INMARSAT coverage","",""
20505,505,"MilSat coverage","",""
20506,501,"Areas of Intense Aerial Activity (AIAA)","",""
20506,502,"Aerial Tactics Area (ATA)","",""
20506,504,"Air-to Air Refuelling Area (AARA)","",""
20506,506,"Low Flying Area (LFA)","",""
20506,507,"Night Flow Area (NFA)","",""
20506,508,"Helicopter Training Area (HTA)","",""
20506,510,"Instrument Flying Area (IFA)","",""
20506,511,"Air Defence Exercise Areas (ADEXA)","",""
20506,512,"Tactical Air Command and Control Service Exercise Areas at Night","",""
20506,513,"Helicopter Flight Coordination Areas (HFCA)","",""
20507,501,"4W disposition grid","",""
20507,502,"Operational/Naval Patrol","",""
20508,501,"Reporting/Radio calling in point","",""
20508,502,"Coastguard reporting point","",""
20508,503,"Helicopter reporting point","",""
20510,501,"archipelagic","",""
20510,502,"normal (including bay closing line)","",""
20510,503,"Straight","",""
20511,501,"Firm","",""
20511,502,"Moderate","",""
20511,503,"Soft","",""
20511,504,"Very Soft","",""
20515,501,"A","",""
20515,502,"B","",""
20515,503,"C","",""
20515,504,"D","",""
20515,505,"E","",""
20515,506,"F","",""
20515,507,"G","",""
20518,501,"Anemones","",""
20518,502,"Insects","",""
20518,503,"Jelly Fish","",""
20518,504,"Land Snakes","",""
20518,505,"Sea Snakes","",""
20518,506,"Sea Urchins","",""
20518,507,"Sharks","",""
20518,508,"Spiders","",""
20518,509,"Venomous Fish","",""
20524,501,"A","",""
20524,502,"B","",""
20524,503,"C","",""
20524,504,"D","",""
20524,505,"E","",""
20524,506,"F","",""
20526,501,"Commercial","",""
20526,502,"Sports","",""
20526,503,"Training","",""
20528,501,"Excellent","",""
20528,502,"Good","",""
20528,503,"Fair","",""
20528,504,"Poor","",""
20531,501,"acoustic sensor","",""
20531,502,"magnetic sensor","",""
20531,503,"video sensor","",""
20531,504,"diver sighting","",""
20531,506,"physical snag","",""
20531,507,"observed sinking","",""
20531,508,"Reported Sinking","",""
20531,509,"None reported","",""
20532,501,"naval vessel","",""
20532,502,"survey vessel","",""
20532,503,"merchant ship","",""
20532,504,"fishing vessel","",""
20532,505,"research vessel","",""
20532,506,"yacht","",""
20532,507,"diver","",""
20532,508,"national HO/authority charts","",""
20532,509,"national HO/authority notice to mariners","",""
20532,510,"national HO/authority radio navigational warning","",""
20532,511,"national HO/authority files","",""
20532,512,"national HO/authority wreck information","",""
20532,513,"Lloyd's and Marine Underwriter's reports","",""
20532,514,"owner/operator","",""
20532,515,"national coast guard or patrol","",""
20532,516,"ship visit/hydrographic note report","",""
20532,517,"aerial photography or satellite imagery","",""
20532,518,"geodetic survey reports or charts","",""
20532,519,"published World War 1 losses","",""
20532,520,"published World War 2 losses","",""
20532,521,"published other losses","",""
20536,501,"Steep","",""
20536,502,"Moderate","",""
20536,503,"Gentle","",""
20536,504,"Mild","",""
20536,505,"Flat","",""
20541,501,"acoustic sensor","",""
20541,502,"magnetic sensor","",""
20541,503,"video sensor","",""
20541,504,"diver sighting","",""
20541,506,"physical snag","",""
20541,507,"observed sinking","",""
20541,508,"Reported Sinking","",""
20541,509,"None reported","",""
20542,501,"naval vessel","",""
20542,502,"survey vessel","",""
20542,503,"merchant ship","",""
20542,504,"fishing vessel","",""
20542,505,"research vessel","",""
20542,506,"yacht","",""
20542,507,"diver","",""
20542,508,"national HO/authority charts","",""
20542,509,"national HO/authority notice to mariners","",""
20542,510,"national HO/authority radio navigational warning","",""
20542,511,"national HO/authority files","",""
20542,512,"national HO/authority wreck information","",""
20542,513,"Lloyd's and Marine Underwriter's reports","",""
20542,514,"owner/operator","",""
20542,515,"national coast guard or patrol","",""
20542,516,"ship visit/hydrographic note report","",""
20542,517,"aerial photography or satellite imagery","",""
20542,518,"geodetic survey reports or charts","",""
20542,519,"published World War 1 losses","",""
20542,520,"published World War 2 losses","",""
20542,521,"published other losses","",""
20543,501,"Vessel","",""
20543,502,"Aircraft","",""
20549,501,"nil","",""
20549,502,"slight","",""
20549,503,"moderate","",""
20549,504,"strong","",""
20554,501,"0","",""
20554,502,"1","",""
20554,503,"2","",""
20554,504,"3","",""
20554,505,"4","",""
20555,501,"0","",""
20555,502,"1","",""
20555,503,"2","",""
20555,504,"3","",""
20555,505,"4","",""
20555,506,"5","",""
20555,507,"6","",""
20555,508,"7","",""
20555,509,"8","",""
20555,510,"9","",""
20556,501,"A","",""
20556,502,"B","",""
20556,503,"C","",""
20556,504,"D","",""
20556,505,"E","",""
20556,506,"F","",""
20556,507,"G","",""
20556,508,"H","",""
20556,509,"I","",""
20556,510,"J","",""
20556,511,"K","",""
20556,512,"L","",""
20556,513,"M","",""
20556,514,"N","",""
20556,515,"O","",""
20556,516,"P","",""
20556,517,"Q","",""
20556,518,"R","",""
20556,519,"S","",""
20556,520,"T","",""
20556,521,"U","",""
20556,522,"V","",""
20556,523,"W","",""
20556,524,"X","",""
20556,525,"Y","",""
20556,526,"Z","",""
20558,501,"A","",""
20558,502,"B","",""
20558,503,"C","",""
20558,504,"D","",""
20561,501,"Nato Secret","",""
20561,502,"Nato Confidential","",""
20561,503,"Nato Restricted","",""
20561,504,"Unclassified","",""
20566,501,"Undifferentiated metamorphic rock","",""
20566,502,"Undifferentiated igneous and volcanic rock","",""
20566,503,"Granite","",""
20566,504,"Dolerite","",""
20566,505,"Basalt","",""
20566,506,"Gneiss","",""
20566,507,"Schist","",""
20566,508,"Marble","",""
20566,509,"Quartzite","",""
20566,510,"Slate","",""
20566,511,"Breccia","",""
20566,512,"Conglomerate","",""
20566,513,"Coral","",""
20566,514,"Clays","",""
20566,515,"Shale","",""
20566,516,"Siltstone and Mudstone","",""
20566,517,"Sandstone","",""
20566,518,"Limestone","",""
20566,519,"Chalk","",""
20566,520,"Evaporite","",""
20566,521,"Mud","",""
20566,522,"Silt","",""
20566,523,"Sand","",""
20566,524,"Stone","",""
20566,525,"Gravel","",""
20566,526,"Pebbles","",""
20566,527,"Cobbles","",""
20566,528,"Rock","",""
20566,529,"Lava","",""
20566,530,"Shells","",""
20566,531,"Boulder","",""
20566,532,"Sandy mud (Folk)","",""
20566,533,"Slightly gravelly mud (Folk)","",""
20566,534,"Slightly gravelly sandy mud (Folk)","",""
20566,535,"Gravelly mud (Folk)","",""
20566,536,"Muddy Sand (Folk)","",""
20566,537,"Slightly gravelly sand (Folk)","",""
20566,538,"Slightly gravelly muddy sand (Folk)","",""
20566,539,"Gravelly muddy sand (Folk)","",""
20566,540,"Gravelly sand (Folk)","",""
20566,541,"Muddy Gravel (Folk)","",""
20566,542,"Muddy sandy gravel (Folk)","",""
20566,543,"Sandy Gravel (Folk)","",""
20566,544,"Crystalline Rock","",""
20566,545,"Sedimentary Rock","",""
20566,546,"Till","",""
20566,547,"Glaciofluvial Drift","",""
20568,501,"0","",""
20568,502,"1","",""
20568,503,"2","",""
20568,504,"3","",""
20568,505,"4","",""
20573,501,"Derived","",""
20573,502,"Measured","",""
20573,503,"Statistical","",""
20573,504,"Raw","",""
20573,505,"Foundation","",""
20579,501,"A","",""
20579,502,"B","",""
20579,503,"C","",""
20584,501,"VLF","",""
20584,502,"LF","",""
20584,503,"HF","",""
20584,504,"VHF","",""
20586,501,"H","",""
20586,502,"M","",""
20586,503,"L","",""
20587,501,"nil","",""
20587,502,"poor","",""
20587,503,"moderate","",""
20587,504,"strong","",""
20589,501,"Mean Low Water Springs","",""
20589,502,"Mean lower low water springs","",""
20589,503,"Mean Sea Level","",""
20589,504,"Lowest Low Water","",""
20589,505,"Mean Low Water","",""
20589,506,"Lowest Low water Springs","",""
20589,507,"Approximate mean low water springs","",""
20589,508,"Indian Spring Low Water","",""
20589,509,"Low water springs","",""
20589,510,"Approximate lowest astronomical tide","",""
20589,511,"Nearly lowest low water","",""
20589,512,"Mean lower low water(MLLW)","",""
20589,513,"Low water","",""
20589,514,"Approximate mean low water","",""
20589,515,"Approximate mean lower low water","",""
20589,516,"Mean High Water","",""
20589,517,"Mean High Water Springs","",""
20589,518,"High Water","",""
20589,519,"Approximate Mean Sea Level","",""
20589,520,"High Water Springs","",""
20589,521,"Mean higher high water","",""
20589,522,"Equinoctial spring low water","",""
20589,523,"Lowest Astronomical Tide","",""
20589,524,"Local Datum","",""
20589,525,"International Great Lakes Datum 1985 (IGLD 1985)","",""
20589,526,"Mean Water Level","",""
20589,527,"Lower low water large tide","",""
20589,528,"Higher high water large tide","",""
20589,529,"Nearly highest high water","",""
20589,530,"Highest Astronomical Tide","",""
20589,531,"Mean Tide Level","",""
20594,501,"nil","",""
20594,502,"slight","",""
20594,503,"moderate","",""
20594,504,"strong","",""
20595,501,"Yes","",""
20595,502,"No","",""
20602,501,"All year round","",""
20602,502,"January","",""
20602,503,"February","",""
20602,504,"March","",""
20602,505,"April","",""
20602,506,"May","",""
20602,507,"June","",""
20602,508,"July","",""
20602,509,"August","",""
20602,510,"September","",""
20602,511,"October","",""
20602,512,"November","",""
20602,513,"December","",""
20605,501,"Anti Aircraft (gound to air)","",""
20605,502,"High and Low angle gunnery (ground to ground)","",""
20605,503,"Air to Air Firing","",""
20605,504,"Air Combat Training","",""
20605,505,"Air Dropped Torpedo","",""
20605,506,"Aircraft General","",""
20605,507,"Air to Surface Firing","",""
20605,508,"Anti Submarine Warfare Exercises","",""
20605,509,"Acoustic Trials","",""
20605,510,"Air Tactical Training","",""
20605,511,"Bombing","",""
20605,512,""Depth Charge dropping/firing, (including rocket/mortar fired DC)"","",""
20605,513,"Degaussing","",""
20605,514,"Demolition of unexploded ordnance","",""
20605,515,"Explosives Trials","",""
20605,516,"Firing","",""
20605,517,"Flares","",""
20605,518,"Glow Worm","",""
20605,519,"General Practice","",""
20605,520,"Guided weapons (air flight)","",""
20605,521,"Helicopter exercises","",""
20605,522,"High Energy manoeuvres","",""
20605,523,""HM Ships (non firing exercises, practices and trials)"","",""
20605,524,"Live ASW firing","",""
20605,525,"Mine Counter Measures","",""
20605,526,"Mine disposal","",""
20605,527,"Missile Firing","",""
20605,528,"Mortar Firing","",""
20605,529,"Naval Gunfire Support","",""
20605,530,"Noise Ranging","",""
20605,531,"Parachute Dropping","",""
20605,532,"Pilotless target aircraft","",""
20605,533,"Radar Training Buoy","",""
20605,534,"Submarine Exercises","",""
20605,535,"Smoke","",""
20605,536,"Sonarbuoy dropping","",""
20605,537,"Starshell","",""
20605,538,"Surface Target Towing","",""
20605,539,"Surface to Surface Firings","",""
20605,540,""Submarine general (non firing exercises, practices, trials)"","",""
20605,541,"Surface explosions","",""
20605,542,"Torpedo firing area","",""
20605,543,"Towed array","",""
20605,544,"Aerial towed target or target towing aircraft","",""
20605,545,"Weapon training","",""
20605,546,"Amphibious","",""
20605,547,"Diving","",""
20606,501,"builders' measurement","",""
20606,502,"displacement","",""
20606,503,"gross","",""
20606,504,"net","",""
20607,501,"steam ship","",""
20607,502,"motor vessel","",""
20607,503,"twin motor vessel","",""
20607,504,"diesel electric vessel","",""
20607,505,"turbo electric vessel","",""
20607,506,"gas turbine vessel","",""
20607,507,"merchant vessel","",""
20607,508,"fishing vessel","",""
20607,509,"military vessel","",""
20607,510,"coaster","",""
20607,511,"inshore vessel","",""
20607,512,"sailing vessel","",""
20607,513,"tanker","",""
20607,514,"carrier","",""
20607,515,"bulk carrier","",""
20607,516,"container ship","",""
20607,517,"freighter","",""
20607,518,"liberty ship","",""
20607,519,"East Indiaman","",""
20607,520,"smack","",""
20607,521,"drifter","",""
20607,522,"trawler","",""
20607,523,"stern trawler","",""
20607,524,"beam trawler","",""
20607,525,"factory ship","",""
20607,526,"tug","",""
20607,527,"ocean tug","",""
20607,528,"supply vessel","",""
20607,529,"lighter","",""
20607,530,"tender","",""
20607,531,"barge","",""
20607,532,"derrick/lifting barge","",""
20607,533,"mobile crane","",""
20607,534,"dredger","",""
20607,535,"drill vessel/rig","",""
20607,536,"collier","",""
20607,537,"sloop","",""
20607,538,"brigantine","",""
20607,539,"ketch","",""
20607,540,"cutter","",""
20607,541,"schooner","",""
20607,542,"barque","",""
20607,543,"yacht","",""
20607,544,"junk","",""
20607,545,"mailboat","",""
20607,546,"ferry","",""
20607,547,"hovercraft","",""
20607,548,"hydrofoil","",""
20607,549,"roll on-roll off","",""
20607,550,"non propelled roll on-roll off","",""
20607,551,"liner","",""
20607,552,"cruiser (merchant)","",""
20607,553,"cabin cruiser","",""
20607,554,"catamaran","",""
20607,555,"pinnace","",""
20607,556,"launch","",""
20607,557,"pleasure craft","",""
20607,558,"speed boat","",""
20607,559,"dinghy","",""
20607,560,"ship's lifeboat","",""
20607,561,"rescue boat","",""
20607,562,"pilot boat","",""
20607,563,"boarding vessel","",""
20607,564,"auxiliary ship","",""
20607,565,"light ship","",""
20607,566,"icebreaker","",""
20607,567,"salvage vessel","",""
20607,568,"exploration vessel","",""
20607,569,"research vessel","",""
20607,570,"survey vessel","",""
20607,571,"hospital ship","",""
20607,572,"hulk","",""
20607,573,"ancient military vessel","",""
20607,574,"ancient merchant vessel","",""
20607,575,"aircraft","",""
20607,576,"helicopter","",""
20607,577,"coast guard vessel","",""
20607,578,"battleship","",""
20607,579,"dreadnought battleship","",""
20607,580,"battle-cruiser","",""
20607,581,"aircraft carrier","",""
20607,582,"cruiser (military)","",""
20607,583,"heavy cruiser","",""
20607,584,"light cruiser","",""
20607,585,"corvette","",""
20607,586,"destroyer","",""
20607,587,"frigate","",""
20607,588,"submarine/hunter chaser","",""
20607,589,"minesweeper","",""
20607,590,"minelayer","",""
20607,591,"torpedo boat","",""
20607,592,"patrol boat","",""
20607,593,"gunboat","",""
20607,594,"small defence vessel","",""
20607,595,"armed vessel","",""
20607,596,"escort vessel","",""
20607,597,"transport vessel","",""
20607,598,"landing craft","",""
20607,599,"blockship","",""
20607,600,"bombardon","",""
20607,605,"submarine","",""
20607,606,"victory ship","",""
20607,607,"trimaran","",""
20607,608,"target","",""
20607,609,"landing stage","",""
20607,610,"mulberry unit","",""
20607,611,"anti-submarine barrier","",""
20608,501,"yes","",""
20608,502,"no","",""
20615,502,"Index","",""
20615,503,"Intermediate","",""
20615,504,"Supplementary","",""
20616,502,"Echo sounder calibrated at 4800ft/sec. Uncorrected.","",""
20616,503,"Echo sounder calibrated at 1500m/sec Uncorrected.","",""
20616,504,"Matthews tables (NP 139 Edn 2) Corrected.","",""
20616,505,"Sound Velocity Meter (SVM) Corrected.","",""
20616,506,"Carters Tables (NP 139 Edn3) Corrected","",""
20616,507,"Corrected by other means of calibration.","",""
20619,501,"green","",""
20619,502,"Yellow","",""
20619,503,"Red","",""
20621,501,"Ship Shore","",""
20621,502,"Mobile","",""
20621,503,"Mil VHF","",""
20621,504,"Civ VHF","",""
20621,505,"Broadcast","",""
20621,506,"UHF","",""
20621,507,"HF","",""
20628,501,"Bunker","",""
20628,502,"Crane","",""
20628,503,"Road","",""
20628,504,"Supplies","",""
20628,505,"Water","",""
20633,501,"Easy","",""
20633,502,"Normal","",""
20633,503,"Hard","",""
20640,501,"Bad","",""
20640,502,"Normal","",""
20640,503,"Good","",""
20641,501,"Bad","",""
20641,502,"Normal","",""
20641,503,"Good","",""
20642,501,"Bad","",""
20642,502,"Normal","",""
20642,503,"Good","",""
20645,501,"500","",""
20645,502,"1000","",""
20646,501,"Diurnal","",""
20646,502,"Mixed","",""
20646,503,"Mixed Diurnal","",""
20646,504,"Mixed Semi-Diurnal","",""
20646,505,"Quarter Diurnal","",""
20646,506,"Semidiurnal","",""
20646,507,"Shallow Water","",""
20647,501,"Drinking Water","",""
20647,502,"Engineer Resources","",""
20647,503,"Storage","",""
20652,501,"yes","",""
20652,502,"no","",""
20660,501,"Red","",""
20660,502,"Amber","",""
20660,503,"Green","",""
20663,501,"North Atlantic Treaty Organisation (NATO)","",""
20663,502,"North Atlantic Co-operation Council  (NACC)","",""
20663,503,"Partnership for Peace (PfP)","",""
20663,504,"Western European Union (WEU)","",""
20664,503,"Top Secret","",""
20664,504,"Secret","",""
20664,505,"Confidential","",""
20664,506,"Restricted","",""
20664,507,"Unclassified","",""
20677,501,"Geodesic","",""
20677,502,"Loxodrome","",""
20679,501,"Red","",""
20679,502,"Yellow","",""
20679,503,"Green","",""
20681,501,"Low","",""
20681,502,"Medium","",""
20681,503,"High","",""
20687,501,"Solid Red (SR)","",""
20687,502,"Pecked Red (PR)","",""
20688,501,"yes","",""
20688,502,"no","",""
20690,501,"total","",""
20690,502,"partial","",""
20690,503,"no coverage","",""
20694,501,"4","",""
20694,502,"8","",""
20694,503,"12","",""
20694,504,"16","",""
